"root"	"kanji"	"id"	"id_super"	"disp"	"band"	"F"	"groupkey"
"dentin"	"齿质"	""	""	"齿质"	"piv"	"2"	"齿质"
"titr"	"滴定"	""	""	"滴定"	"pejvo"	"2"	"滴定"
"zen"	"禅"	""	""	"禅"	"pejvo"	"2"	"禅"
"upas"	"毒木"	""	""	"毒木"	"piv"	"2"	"毒木"
"rangifer"	"驯鹿"	""	""	"驯鹿"	"pejvo"	"2"	"驯鹿"
"midz"	"舔吸"	""	""	"舔吸"	"piv"	"2"	"舔吸"
"sesdeknau^"	"舔吸"	"s"	"ˢ"	"舔吸ˢ"	"piv"	"2"	"舔吸"
"morfem"	"语素"	""	""	"语素"	"pejvo"	"2"	"语素"
"remont"	"补马"	""	""	"补马"	"pejvo"	"2"	"补马"
"docent"	"讲师"	""	""	"讲师"	"pejvo"	"2"	"讲师"
"atas^e"	"随员"	""	""	"随员"	"pejvo"	"2"	"随员"
"epiteli"	"上皮"	""	""	"上皮"	"pejvo"	"2"	"上皮"
"regurgit"	"反流"	""	""	"反流"	"piv"	"2"	"反流"
"gencian"	"龙胆"	""	""	"龙胆"	"pejvo"	"2"	"龙胆"
"hesperornit"	"黄昏鸟"	""	""	"黄昏鸟"	"piv"	"2"	"黄昏鸟"
"homotet"	"位似"	""	""	"位似"	"piv"	"2"	"位似"
"homoteti"	"位似"	"hi"	"ᴴᴵ"	"位似ᴴᴵ"	"piv"	"2"	"位似"
"sufle"	"蛋奶酥"	""	""	"蛋奶酥"	"pejvo"	"2"	"蛋奶酥"
"belon"	"针鱼"	""	""	"针鱼"	"piv"	"2"	"针鱼"
"sinergi"	"协同作用"	""	""	"协同作用"	"pejvo"	"2"	"协同作用"
"rezident"	"驻官"	""	""	"驻官"	"piv"	"2"	"驻官"
"balistik"	"弹道"	""	""	"弹道"	"pejvo"	"2"	"弹道"
"cipre"	"宝贝"	""	""	"宝贝"	"piv"	"2"	"宝贝"
"miasm"	"毒气"	""	""	"毒气"	"pejvo"	"2"	"毒气"
"arkegoni"	"颈卵器"	""	""	"颈卵器"	"piv"	"2"	"颈卵器"
"alergi"	"过敏"	""	""	"过敏"	"pejvo"	"2"	"过敏"
"prestig^"	"威望"	""	""	"威望"	"pejvo"	"2"	"威望"
"serg^ent"	"军士"	""	""	"军士"	"pejvo"	"2"	"军士"
"psok"	"咬虫"	""	""	"咬虫"	"piv"	"2"	"咬虫"
"korvet"	"护舰"	""	""	"护舰"	"pejvo"	"2"	"护舰"
"neritik"	"浅海"	""	""	"浅海"	"piv"	"2"	"浅海"
"konklav"	"秘会"	""	""	"秘会"	"pejvo"	"2"	"秘会"
"drapir"	"帷"	""	""	"帷"	"pejvo"	"2"	"帷"
"dromedar"	"单峰驼"	""	""	"单峰驼"	"pejvo"	"2"	"单峰驼"
"hidatid"	"包虫"	""	""	"包虫"	"piv"	"2"	"包虫"
"gajak"	"愈疮木"	""	""	"愈疮木"	"pejvo"	"2"	"愈疮木"
"gvajak"	"愈疮木"	"gv"	"ᴳⱽ"	"愈疮木ᴳⱽ"	"pejvo"	"2"	"愈疮木"
"minoritat"	"少数"	""	""	"少数"	"pejvo"	"2"	"少数"
"peritone"	"腹膜"	""	""	"腹膜"	"pejvo"	"2"	"腹膜"
"c^ir"	"卷须"	""	""	"卷须"	"piv"	"2"	"卷须"
"karaben"	"马枪"	""	""	"马枪"	"pejvo"	"2"	"马枪"
"efedrin"	"麻黄碱"	""	""	"麻黄碱"	"piv"	"2"	"麻黄碱"
"kapstan"	"绞盘"	""	""	"绞盘"	"pejvo"	"2"	"绞盘"
"anatem"	"咒"	""	""	"咒"	"pejvo"	"2"	"咒"
"envult"	"咒"	"e"	"ᴱ"	"咒ᴱ"	"pejvo"	"2"	"咒"
"fideikomis"	"信委"	""	""	"信委"	"piv"	"2"	"信委"
"fen"	"焚风"	""	""	"焚风"	"pejvo"	"2"	"焚风"
"mumi"	"干尸"	""	""	"干尸"	"pejvo"	"2"	"干尸"
"lentan"	"五色梅"	""	""	"五色梅"	"piv"	"2"	"五色梅"
"amfor"	"罐"	""	""	"罐"	"pejvo"	"2"	"罐"
"bokal"	"罐"	"b"	"ᴮ"	"罐ᴮ"	"pejvo"	"2"	"罐"
"centau^r"	"半人马"	""	""	"半人马"	"pejvo"	"2"	"半人马"
"lem"	"引理"	""	""	"引理"	"pejvo"	"2"	"引理"
"fau^l"	"违规"	""	""	"违规"	"pejvo"	"2"	"违规"
"aksiom"	"公理"	""	""	"公理"	"pejvo"	"2"	"公理"
"fau^n"	"兽相"	""	""	"兽相"	"pejvo"	"2"	"兽相"
"hormon"	"激素"	""	""	"激素"	"pejvo"	"2"	"激素"
"stimulin"	"激素"	"s"	"ˢ"	"激素ˢ"	"piv"	"2"	"激素"
"ekstrapol"	"外推"	""	""	"外推"	"pejvo"	"2"	"外推"
"agoni"	"垂死"	""	""	"垂死"	"pejvo"	"2"	"垂死"
"kompiler"	"编译"	""	""	"编译"	"pejvo"	"2"	"编译"
"kaprimulg"	"夜鹰"	""	""	"夜鹰"	"pejvo"	"2"	"夜鹰"
"alte"	"立葵"	""	""	"立葵"	"pejvo"	"2"	"立葵"
"alce"	"立葵"	"ac"	"ᴬᶜ"	"立葵ᴬᶜ"	"piv"	"2"	"立葵"
"skrot"	"阴囊"	""	""	"阴囊"	"pejvo"	"2"	"阴囊"
"melas"	"糖蜜"	""	""	"糖蜜"	"pejvo"	"2"	"糖蜜"
"file"	"里脊"	""	""	"里脊"	"piv"	"2"	"里脊"
"tetanos"	"破伤风"	""	""	"破伤风"	"piv"	"2"	"破伤风"
"frog"	"辙叉"	""	""	"辙叉"	"piv"	"2"	"辙叉"
"fuort"	"堡"	""	""	"堡"	"pejvo"	"2"	"堡"
"burg"	"堡"	"b"	"ᴮ"	"堡ᴮ"	"piv"	"2"	"堡"
"vikari"	"副祭"	""	""	"副祭"	"pejvo"	"2"	"副祭"
"koron"	"日光环"	""	""	"日光环"	"pejvo"	"2"	"日光环"
"insinu"	"影射"	""	""	"影射"	"piv"	"2"	"影射"
"terminal"	"终端"	""	""	"终端"	"pejvo"	"2"	"终端"
"alburn"	"白鱼"	""	""	"白鱼"	"pejvo"	"2"	"白鱼"
"kastor"	"河狸"	""	""	"河狸"	"pejvo"	"2"	"河狸"
"pastern"	"系部"	""	""	"系部"	"piv"	"2"	"系部"
"presbiop"	"老花"	""	""	"老花"	"pejvo"	"2"	"老花"
"kalkulus"	"结石"	""	""	"结石"	"pejvo"	"2"	"结石"
"litiaz"	"结石"	"l"	"ᴸ"	"结石ᴸ"	"piv"	"2"	"结石"
"regent"	"摄政"	""	""	"摄政"	"pejvo"	"2"	"摄政"
"emeritur"	"退休金"	""	""	"退休金"	"pejvo"	"2"	"退休金"
"piton"	"巨蛇"	""	""	"巨蛇"	"pejvo"	"2"	"巨蛇"
"karis"	"假虎刺"	""	""	"假虎刺"	"piv"	"2"	"假虎刺"
"apokalips"	"末启"	""	""	"末启"	"pejvo"	"2"	"末启"
"koklus^"	"百日咳"	""	""	"百日咳"	"pejvo"	"2"	"百日咳"
"g^el"	"凝胶"	""	""	"凝胶"	"pejvo"	"2"	"凝胶"
"vipur"	"毒蛇"	""	""	"毒蛇"	"pejvo"	"2"	"毒蛇"
"puding"	"奶冻"	""	""	"奶冻"	"pejvo"	"2"	"奶冻"
"ekvipotencial"	"等势"	""	""	"等势"	"piv"	"2"	"等势"
"sena"	"决明"	""	""	"决明"	"piv"	"2"	"决明"
"heliant"	"向日葵"	""	""	"向日葵"	"pejvo"	"2"	"向日葵"
"nekromanci"	"招魂"	""	""	"招魂"	"pejvo"	"2"	"招魂"
"ukij"	"浮世绘"	""	""	"浮世绘"	"pejvo"	"2"	"浮世绘"
"sizigi"	"大潮"	""	""	"大潮"	"pejvo"	"2"	"大潮"
"timid"	"怯"	""	""	"怯"	"pejvo"	"2"	"怯"
"poltron"	"怯"	"p"	"ᴾ"	"怯ᴾ"	"pejvo"	"2"	"怯"
"suspensori"	"吊带"	""	""	"吊带"	"piv"	"2"	"吊带"
"legac"	"遗赠"	""	""	"遗赠"	"pejvo"	"2"	"遗赠"
"anduj"	"肚肠"	""	""	"肚肠"	"piv"	"2"	"肚肠"
"tentakl"	"触手"	""	""	"触手"	"pejvo"	"2"	"触手"
"adjekt"	"状"	""	""	"状"	"pejvo"	"2"	"状"
"pirit"	"黄铁矿"	""	""	"黄铁矿"	"pejvo"	"2"	"黄铁矿"
"verben"	"鞭草"	""	""	"鞭草"	"pejvo"	"2"	"鞭草"
"fet"	"胎"	""	""	"胎"	"pejvo"	"2"	"胎"
"kakemon"	"挂轴"	""	""	"挂轴"	"pejvo"	"2"	"挂轴"
"turban"	"头巾"	""	""	"头巾"	"pejvo"	"2"	"头巾"
"skabi"	"癣"	""	""	"癣"	"pejvo"	"2"	"癣"
"limed"	"甜柠"	""	""	"甜柠"	"piv"	"2"	"甜柠"
"mamut"	"巨象"	""	""	"巨象"	"pejvo"	"2"	"巨象"
"piment"	"多香果"	""	""	"多香果"	"pejvo"	"2"	"多香果"
"povr"	"贫"	""	""	"贫"	"pejvo"	"2"	"贫"
"kulvert"	"暗渠"	""	""	"暗渠"	"piv"	"2"	"暗渠"
"spok"	"辐"	""	""	"辐"	"pejvo"	"2"	"辐"
"skorpen"	"蝎鱼"	""	""	"蝎鱼"	"piv"	"2"	"蝎鱼"
"vitral"	"彩窗"	""	""	"彩窗"	"pejvo"	"2"	"彩窗"
"okcipit"	"后脑"	""	""	"后脑"	"pejvo"	"2"	"后脑"
"tetr"	"琴鸡"	""	""	"琴鸡"	"pejvo"	"2"	"琴鸡"
"liken"	"地衣"	""	""	"地衣"	"pejvo"	"2"	"地衣"
"involukr"	"总苞"	""	""	"总苞"	"pejvo"	"2"	"总苞"
"dinosau^r"	"恐龙"	""	""	"恐龙"	"pejvo"	"2"	"恐龙"
"c^i"	"此"	""	""	"此"	"func"	"42"	"此"
"cis"	"此"	"c"	"ᶜ"	"此ᶜ"	"pejvo"	"2"	"此"
"gonad"	"性腺"	""	""	"性腺"	"piv"	"2"	"性腺"
"salam"	"腊肠"	""	""	"腊肠"	"pejvo"	"2"	"腊肠"
"kurkuli"	"象甲"	""	""	"象甲"	"pejvo"	"2"	"象甲"
"cili"	"纤毛"	""	""	"纤毛"	"pejvo"	"2"	"纤毛"
"kaos"	"混乱"	""	""	"混乱"	"pejvo"	"2"	"混乱"
"h^aos"	"混乱"	"ĥ"	"ᴴ̂"	"混乱ᴴ̂"	"pejvo"	"2"	"混乱"
"korset"	"束腰"	""	""	"束腰"	"pejvo"	"2"	"束腰"
"kori"	"绒膜"	""	""	"绒膜"	"piv"	"2"	"绒膜"
"ksantom"	"黄瘤"	""	""	"黄瘤"	"piv"	"2"	"黄瘤"
"epiornit"	"隆鸟"	""	""	"隆鸟"	"pejvo"	"2"	"隆鸟"
"dekokt"	"煎"	""	""	"煎"	"pejvo"	"2"	"煎"
"resurekt"	"复活"	""	""	"复活"	"pejvo"	"2"	"复活"
"fritilari"	"贝母"	""	""	"贝母"	"pejvo"	"2"	"贝母"
"manometr"	"压计"	""	""	"压计"	"pejvo"	"2"	"压计"
"pum"	"砰"	""	""	"砰"	"pejvo"	"2"	"砰"
"brig^"	"桥牌"	""	""	"桥牌"	"pejvo"	"2"	"桥牌"
"konfisk"	"没收"	""	""	"没收"	"pejvo"	"2"	"没收"
"ependim"	"室膜"	""	""	"室膜"	"pejvo"	"2"	"室膜"
"divan"	"长椅"	""	""	"长椅"	"pejvo"	"2"	"长椅"
"kanap"	"长椅"	"k"	"ᴷ"	"长椅ᴷ"	"pejvo"	"2"	"长椅"
"kvik"	"麦草"	""	""	"麦草"	"piv"	"2"	"麦草"
"mag"	"巫"	""	""	"巫"	"pejvo"	"2"	"巫"
"s^aman"	"巫"	"ŝ"	"ˢ̂"	"巫ˢ̂"	"pejvo"	"2"	"巫"
"heterodin"	"外差"	""	""	"外差"	"piv"	"2"	"外差"
"metilen"	"亚甲"	""	""	"亚甲"	"pejvo"	"2"	"亚甲"
"c^ement"	"牙骨质"	""	""	"牙骨质"	"piv"	"2"	"牙骨质"
"oktant"	"八分"	""	""	"八分"	"pejvo"	"2"	"八分"
"au^toklav"	"高压锅"	""	""	"高压锅"	"piv"	"2"	"高压锅"
"prim"	"质数"	""	""	"质数"	"pejvo"	"2"	"质数"
"barikad"	"路障"	""	""	"路障"	"pejvo"	"2"	"路障"
"skalen"	"斜角"	""	""	"斜角"	"piv"	"2"	"斜角"
"pingven"	"企鹅"	""	""	"企鹅"	"pejvo"	"2"	"企鹅"
"sfenisk"	"企鹅"	"s"	"ˢ"	"企鹅ˢ"	"piv"	"2"	"企鹅"
"guas^"	"水粉"	""	""	"水粉"	"pejvo"	"2"	"水粉"
"egret"	"冠羽"	""	""	"冠羽"	"pejvo"	"2"	"冠羽"
"primordi"	"原基"	""	""	"原基"	"piv"	"2"	"原基"
"leksikon"	"词典"	""	""	"词典"	"pejvo"	"2"	"词典"
"plektr"	"拨"	""	""	"拨"	"pejvo"	"2"	"拨"
"afazi"	"失语"	""	""	"失语"	"pejvo"	"2"	"失语"
"bordun"	"低音"	""	""	"低音"	"piv"	"2"	"低音"
"enkau^stik"	"蜡画"	""	""	"蜡画"	"piv"	"2"	"蜡画"
"zenit"	"天顶"	""	""	"天顶"	"pejvo"	"2"	"天顶"
"silt"	"粉砂"	""	""	"粉砂"	"piv"	"2"	"粉砂"
"antraks"	"炭疮"	""	""	"炭疮"	"pejvo"	"2"	"炭疮"
"konvekt"	"对流"	""	""	"对流"	"pejvo"	"2"	"对流"
"celuloz"	"纤素"	""	""	"纤素"	"pejvo"	"2"	"纤素"
"dau^b"	"桶板"	""	""	"桶板"	"pejvo"	"2"	"桶板"
"madz"	"钉头锤"	""	""	"钉头锤"	"piv"	"2"	"钉头锤"
"troposfer"	"对流层"	""	""	"对流层"	"pejvo"	"2"	"对流层"
"disertaci"	"论文"	""	""	"论文"	"pejvo"	"2"	"论文"
"tard"	"迟"	""	""	"迟"	"pejvo"	"2"	"迟"
"asket"	"苦行"	""	""	"苦行"	"pejvo"	"2"	"苦行"
"secesi"	"脱"	""	""	"脱"	"piv"	"2"	"脱"
"ametrop"	"屈光"	""	""	"屈光"	"piv"	"2"	"屈光"
"kapus"	"航向"	""	""	"航向"	"piv"	"2"	"航向"
"portik"	"柱廊"	""	""	"柱廊"	"pejvo"	"2"	"柱廊"
"tof"	"凝灰"	""	""	"凝灰"	"pejvo"	"2"	"凝灰"
"rea"	"美洲鸵"	""	""	"美洲鸵"	"piv"	"2"	"美洲鸵"
"ileks"	"冬青"	""	""	"冬青"	"pejvo"	"2"	"冬青"
"kladik"	"支学"	""	""	"支学"	"piv"	"2"	"支学"
"miom"	"肌瘤"	""	""	"肌瘤"	"pejvo"	"2"	"肌瘤"
"paletr"	"调色板"	""	""	"调色板"	"pejvo"	"2"	"调色板"
"esamen"	"蜂群"	""	""	"蜂群"	"piv"	"2"	"蜂群"
"mering"	"蛋白霜"	""	""	"蛋白霜"	"pejvo"	"2"	"蛋白霜"
"uv"	"葡萄"	""	""	"葡萄"	"piv"	"2"	"葡萄"
"difeomorf"	"微分同胚"	""	""	"微分同胚"	"piv"	"2"	"微分同胚"
"difeomorfi"	"微分同胚"	"di"	"ᴰᴵ"	"微分同胚ᴰᴵ"	"piv"	"2"	"微分同胚"
"delic"	"珍"	""	""	"珍"	"piv"	"2"	"珍"
"slum"	"贫窟"	""	""	"贫窟"	"piv"	"2"	"贫窟"
"marki"	"疆"	""	""	"疆"	"piv"	"2"	"疆"
"metazo"	"后生"	""	""	"后生"	"pejvo"	"2"	"后生"
"kvartet"	"四重"	""	""	"四重"	"pejvo"	"2"	"四重"
"gug^"	"凿"	""	""	"凿"	"piv"	"2"	"凿"
"fronton"	"山花"	""	""	"山花"	"pejvo"	"2"	"山花"
"reporter"	"记者"	""	""	"记者"	"pejvo"	"2"	"记者"
"gem"	"玉"	""	""	"玉"	"pejvo"	"2"	"玉"
"jad"	"玉"	"j"	"ᴶ"	"玉ᴶ"	"pejvo"	"2"	"玉"
"centuri"	"百队"	""	""	"百队"	"piv"	"2"	"百队"
"sapot"	"人心果"	""	""	"人心果"	"piv"	"2"	"人心果"
"sinkop"	"切分"	""	""	"切分"	"pejvo"	"2"	"切分"
"rekvizici"	"征用"	""	""	"征用"	"pejvo"	"2"	"征用"
"razi"	"袭"	""	""	"袭"	"piv"	"2"	"袭"
"alk"	"驼鹿"	""	""	"驼鹿"	"pejvo"	"2"	"驼鹿"
"sinekur"	"闲职"	""	""	"闲职"	"pejvo"	"2"	"闲职"
"tiktak"	"滴答"	""	""	"滴答"	"pejvo"	"2"	"滴答"
"afust"	"炮架"	""	""	"炮架"	"pejvo"	"2"	"炮架"
"bilharzi"	"血虫"	""	""	"血虫"	"piv"	"2"	"血虫"
"skistosom"	"血虫"	"s"	"ˢ"	"血虫ˢ"	"piv"	"2"	"血虫"
"lampir"	"萤"	""	""	"萤"	"pejvo"	"2"	"萤"
"puntili"	"面子"	""	""	"面子"	"piv"	"2"	"面子"
"introvertit"	"内向"	""	""	"内向"	"pejvo"	"2"	"内向"
"redund"	"冗"	""	""	"冗"	"piv"	"2"	"冗"
"hirud"	"吸血虫"	""	""	"吸血虫"	"pejvo"	"2"	"吸血虫"
"kep"	"军帽"	""	""	"军帽"	"pejvo"	"2"	"军帽"
"tref"	"梅花"	""	""	"梅花"	"pejvo"	"2"	"梅花"
"poplit"	"膝窝"	""	""	"膝窝"	"pejvo"	"2"	"膝窝"
"gimnot"	"电鱼"	""	""	"电鱼"	"pejvo"	"2"	"电鱼"
"midriaz"	"散瞳"	""	""	"散瞳"	"piv"	"2"	"散瞳"
"s^utr"	"百叶窗"	""	""	"百叶窗"	"pejvo"	"2"	"百叶窗"
"mizantrop"	"厌人"	""	""	"厌人"	"pejvo"	"2"	"厌人"
"mumps"	"腮"	""	""	"腮"	"pejvo"	"2"	"腮"
"rasl"	"啰音"	""	""	"啰音"	"piv"	"2"	"啰音"
"kadrat"	"空铅"	""	""	"空铅"	"pejvo"	"2"	"空铅"
"asteri"	"海星"	""	""	"海星"	"pejvo"	"2"	"海星"
"uve"	"葡萄膜"	""	""	"葡萄膜"	"piv"	"2"	"葡萄膜"
"ambr"	"龙香"	""	""	"龙香"	"pejvo"	"2"	"龙香"
"glum"	"颖"	""	""	"颖"	"pejvo"	"2"	"颖"
"abrazi"	"磨蚀"	""	""	"磨蚀"	"piv"	"2"	"磨蚀"
"soldanel"	"雪铃"	""	""	"雪铃"	"piv"	"2"	"雪铃"
"robot"	"机器人"	""	""	"机器人"	"pejvo"	"2"	"机器人"
"kokcidi"	"球虫"	""	""	"球虫"	"piv"	"2"	"球虫"
"korm"	"茎叶体"	""	""	"茎叶体"	"piv"	"2"	"茎叶体"
"cejan"	"蓝菊"	""	""	"蓝菊"	"pejvo"	"2"	"蓝菊"
"homotop"	"同伦"	""	""	"同伦"	"piv"	"2"	"同伦"
"homotopi"	"同伦"	"hi"	"ᴴᴵ"	"同伦ᴴᴵ"	"piv"	"2"	"同伦"
"reprezali"	"报复"	""	""	"报复"	"pejvo"	"2"	"报复"
"pergamen"	"羊皮纸"	""	""	"羊皮纸"	"pejvo"	"2"	"羊皮纸"
"karbonar"	"烧炭党"	""	""	"烧炭党"	"piv"	"2"	"烧炭党"
"baktri"	"双驼"	""	""	"双驼"	"pejvo"	"2"	"双驼"
"nikotin"	"烟碱"	""	""	"烟碱"	"pejvo"	"2"	"烟碱"
"abdik"	"退位"	""	""	"退位"	"pejvo"	"2"	"退位"
"dakriocist"	"泪囊"	""	""	"泪囊"	"piv"	"2"	"泪囊"
"kokle"	"耳蜗"	""	""	"耳蜗"	"piv"	"2"	"耳蜗"
"erinac"	"猬"	""	""	"猬"	"pejvo"	"2"	"猬"
"jut"	"黄麻"	""	""	"黄麻"	"pejvo"	"2"	"黄麻"
"ordinat"	"纵标"	""	""	"纵标"	"pejvo"	"2"	"纵标"
"meloman"	"乐迷"	""	""	"乐迷"	"piv"	"2"	"乐迷"
"amonit"	"菊石"	""	""	"菊石"	"pejvo"	"2"	"菊石"
"salp"	"海桶"	""	""	"海桶"	"piv"	"2"	"海桶"
"elegi"	"挽歌"	""	""	"挽歌"	"pejvo"	"2"	"挽歌"
"polo"	"马球"	""	""	"马球"	"pejvo"	"2"	"马球"
"ocel"	"单眼"	""	""	"单眼"	"piv"	"2"	"单眼"
"palanken"	"轿"	""	""	"轿"	"pejvo"	"2"	"轿"
"seminari"	"研讨"	""	""	"研讨"	"pejvo"	"2"	"研讨"
"kazu"	"疑难"	""	""	"疑难"	"pejvo"	"2"	"疑难"
"kurar"	"箭毒"	""	""	"箭毒"	"piv"	"2"	"箭毒"
"vitel"	"蛋黄"	""	""	"蛋黄"	"piv"	"2"	"蛋黄"
"notakant"	"刺背"	""	""	"刺背"	"piv"	"2"	"刺背"
"ekscentrik"	"偏心"	""	""	"偏心"	"pejvo"	"2"	"偏心"
"nova"	"新星"	""	""	"新星"	"piv"	"2"	"新星"
"hieroglif"	"象形"	""	""	"象形"	"pejvo"	"2"	"象形"
"steven"	"首柱"	""	""	"首柱"	"pejvo"	"2"	"首柱"
"prokavi"	"蹄兔"	""	""	"蹄兔"	"piv"	"2"	"蹄兔"
"sinklinal"	"向斜"	""	""	"向斜"	"piv"	"2"	"向斜"
"rek"	"单杠"	""	""	"单杠"	"pejvo"	"2"	"单杠"
"splint"	"夹板"	""	""	"夹板"	"piv"	"2"	"夹板"
"propedeu^tik"	"预科"	""	""	"预科"	"pejvo"	"2"	"预科"
"lupol"	"蛇麻"	""	""	"蛇麻"	"pejvo"	"2"	"蛇麻"
"desapont"	"失望"	""	""	"失望"	"piv"	"2"	"失望"
"nau^til"	"鹦螺"	""	""	"鹦螺"	"pejvo"	"2"	"鹦螺"
"termit"	"白蚁"	""	""	"白蚁"	"pejvo"	"2"	"白蚁"
"kariljon"	"钟琴"	""	""	"钟琴"	"piv"	"2"	"钟琴"
"mitoz"	"等分"	""	""	"等分"	"piv"	"2"	"等分"
"pantomim"	"哑剧"	""	""	"哑剧"	"pejvo"	"2"	"哑剧"
"eu^fau^zi"	"磷虾"	""	""	"磷虾"	"piv"	"2"	"磷虾"
"miso"	"豆酱"	""	""	"豆酱"	"pejvo"	"2"	"豆酱"
"furier"	"军需"	""	""	"军需"	"pejvo"	"2"	"军需"
"salangan"	"金丝燕"	""	""	"金丝燕"	"piv"	"2"	"金丝燕"
"vici"	"野豌豆"	""	""	"野豌豆"	"pejvo"	"2"	"野豌豆"
"maroken"	"软革"	""	""	"软革"	"pejvo"	"2"	"软革"
"epitet"	"修饰"	""	""	"修饰"	"pejvo"	"2"	"修饰"
"iliak"	"盆骨"	""	""	"盆骨"	"piv"	"2"	"盆骨"
"klif"	"崖"	""	""	"崖"	"pejvo"	"2"	"崖"
"granulom"	"粒瘤"	""	""	"粒瘤"	"piv"	"2"	"粒瘤"
"amanit"	"鹅膏"	""	""	"鹅膏"	"pejvo"	"2"	"鹅膏"
"pilor"	"幽门"	""	""	"幽门"	"piv"	"2"	"幽门"
"eu^metrop"	"正视"	""	""	"正视"	"piv"	"2"	"正视"
"samuraj"	"武士"	""	""	"武士"	"pejvo"	"2"	"武士"
"ruf"	"赤褐"	""	""	"赤褐"	"pejvo"	"2"	"赤褐"
"mimoz"	"含羞"	""	""	"含羞"	"pejvo"	"2"	"含羞"
"diod"	"二极管"	""	""	"二极管"	"pejvo"	"2"	"二极管"
"lazaret"	"检疫院"	""	""	"检疫院"	"pejvo"	"2"	"检疫院"
"idili"	"田园"	""	""	"田园"	"pejvo"	"2"	"田园"
"mangl"	"红树"	""	""	"红树"	"pejvo"	"2"	"红树"
"rizofor"	"红树"	"r"	"ᴿ"	"红树ᴿ"	"piv"	"2"	"红树"
"propriocept"	"体感"	""	""	"体感"	"piv"	"2"	"体感"
"iperit"	"芥气"	""	""	"芥气"	"pejvo"	"2"	"芥气"
"hif"	"菌丝"	""	""	"菌丝"	"piv"	"2"	"菌丝"
"feldspat"	"长石"	""	""	"长石"	"pejvo"	"2"	"长石"
"albugine"	"白膜"	""	""	"白膜"	"piv"	"2"	"白膜"
"luksaci"	"脱臼"	""	""	"脱臼"	"pejvo"	"2"	"脱臼"
"homeopati"	"顺势"	""	""	"顺势"	"pejvo"	"2"	"顺势"
"kloroz"	"萎黄"	""	""	"萎黄"	"pejvo"	"2"	"萎黄"
"hierodul"	"庙奴"	""	""	"庙奴"	"piv"	"2"	"庙奴"
"oliban"	"乳香"	""	""	"乳香"	"pejvo"	"2"	"乳香"
"s^am"	"鹿皮"	""	""	"鹿皮"	"pejvo"	"2"	"鹿皮"
"jodl"	"假声"	""	""	"假声"	"piv"	"2"	"假声"
"aval"	"背书"	""	""	"背书"	"pejvo"	"2"	"背书"
"maksim"	"格言"	""	""	"格言"	"pejvo"	"2"	"格言"
"aneroid"	"无液"	""	""	"无液"	"pejvo"	"2"	"无液"
"impotent"	"性无能"	""	""	"性无能"	"pejvo"	"2"	"性无能"
"dracen"	"龙血树"	""	""	"龙血树"	"piv"	"2"	"龙血树"
"tul"	"网纱"	""	""	"网纱"	"pejvo"	"2"	"网纱"
"apoteoz"	"神化"	""	""	"神化"	"pejvo"	"2"	"神化"
"gilotin"	"断头"	""	""	"断头"	"pejvo"	"2"	"断头"
"paleozoik"	"古生"	""	""	"古生"	"pejvo"	"2"	"古生"
"tandem"	"串联"	""	""	"串联"	"pejvo"	"2"	"串联"
"urat"	"尿酸盐"	""	""	"尿酸盐"	"piv"	"2"	"尿酸盐"
"binar"	"二进"	""	""	"二进"	"pejvo"	"2"	"二进"
"bleni"	"滑鱼"	""	""	"滑鱼"	"piv"	"2"	"滑鱼"
"ametist"	"紫晶"	""	""	"紫晶"	"pejvo"	"2"	"紫晶"
"arkad"	"拱廊"	""	""	"拱廊"	"pejvo"	"2"	"拱廊"
"ake"	"树懒"	""	""	"树懒"	"piv"	"2"	"树懒"
"azo"	"无生"	""	""	"无生"	"piv"	"2"	"无生"
"fanfar"	"号角"	""	""	"号角"	"pejvo"	"2"	"号角"
"divertikul"	"囊室"	""	""	"囊室"	"piv"	"2"	"囊室"
"heksagon"	"六角"	""	""	"六角"	"piv"	"2"	"六角"
"kidnap"	"拐"	""	""	"拐"	"pejvo"	"2"	"拐"
"klozet"	"厕"	""	""	"厕"	"piv"	"2"	"厕"
"manis"	"穿山甲"	""	""	"穿山甲"	"piv"	"2"	"穿山甲"
"furz"	"屁"	""	""	"屁"	"pejvo"	"2"	"屁"
"kiromanci"	"手相"	""	""	"手相"	"piv"	"2"	"手相"
"almanak"	"历书"	""	""	"历书"	"pejvo"	"2"	"历书"
"bav"	"口水"	""	""	"口水"	"piv"	"2"	"口水"
"bras"	"帆索"	""	""	"帆索"	"piv"	"2"	"帆索"
"hals"	"帆索"	"h"	"ᴴ"	"帆索ᴴ"	"piv"	"2"	"帆索"
"interstic"	"隙"	""	""	"隙"	"piv"	"2"	"隙"
"bes^amel"	"白汁"	""	""	"白汁"	"pejvo"	"2"	"白汁"
"faradiz"	"电疗"	""	""	"电疗"	"pejvo"	"2"	"电疗"
"kolocint"	"药瓜"	""	""	"药瓜"	"pejvo"	"2"	"药瓜"
"kompromis"	"妥协"	""	""	"妥协"	"pejvo"	"2"	"妥协"
"draj^"	"根芽"	""	""	"根芽"	"piv"	"2"	"根芽"
"nokau^t"	"击倒"	""	""	"击倒"	"pejvo"	"2"	"击倒"
"knokau^t"	"击倒"	"k"	"ᴷ"	"击倒ᴷ"	"pejvo"	"2"	"击倒"
"cisticerk"	"囊尾虫"	""	""	"囊尾虫"	"piv"	"2"	"囊尾虫"
