"root","k","id","P","band","F","gsize"
"hipofiz","垂体","","-0.026","piv","3","1"
"bent","底栖","","0.347","piv","3","1"
"serpenten","蛇纹石","","0.796","piv","3","1"
"c^antag^","讹","","-1.086","pejvo","3","1"
"uzukap","时效","","0.495","pejvo","2","2"
"preskript","时效","p","0.155","pejvo","3","2"
"somnambul","梦游","","0.796","pejvo","3","1"
"sponsor","援","","-0.361","pejvo","3","1"
"stokast","随机","","0.19","piv","3","1"
"domicil","住所","","-0.026","pejvo","3","1"
"vekt","杠","","-0.858","pejvo","3","1"
"klarion","嘹","","-0.026","pejvo","3","1"
"manufaktur","造","","-0.686","pejvo","3","1"
"meridian","子午","","-1.029","pejvo","3","1"
"kaolin","瓷土","","-0.225","pejvo","3","1"
"viscer","脏","","-0.566","pejvo","3","1"
"lind","娇","","-0.619","piv","3","1"
"limfat","痰","","-0.225","pejvo","3","1"
"diamagnet","反磁","","0.264","pejvo","3","1"
"dinasti","朝","","-0.361","pejvo","3","1"
"tarz","眼板","","0.45","piv","3","1"
"ur","原牛","","-0.029","pejvo","3","1"
"kak","屎","","-0.299","pejvo","2","2"
"merd","屎","m","-0.619","piv","3","2"
"misil","导弹","","0.226","pejvo","3","1"
"zefir","微风","z","0.226","pejvo","3","2"
"briz","微风","","0.531","pejvo","2","2"
"ranc","哈喇","","0.657","pejvo","3","1"
"irigaci","水渠","","-0.026","pejvo","3","1"
"karmin","洋红","","-0.006","pejvo","3","1"
"munici","弹药","","0.524","pejvo","3","1"
"stek","肉排","","0.243","piv","3","1"
"volatil","挥发","","-0.136","pejvo","3","1"
"ordin","叙","","-0.653","pejvo","3","1"
"plantag","车前","","-0.248","pejvo","3","1"
"alotrop","异形","","-0.248","piv","3","1"
"ogiv","尖拱","","0.034","pejvo","3","1"
"fring","燕雀","","1.258","pejvo","3","1"
"lepr","麻风","","0.034","pejvo","3","1"
"rabarb","大黄","","-0.115","pejvo","3","1"
"leu^kocit","白胞","","-0.158","pejvo","3","1"
"stipendi","助学","","-0.046","pejvo","3","1"
"buljon","高汤","","0.101","pejvo","3","1"
"mote","蛾","","-0.179","piv","3","1"
"aklam","欢呼","","-0.093","pejvo","3","1"
"treponem","密螺旋体","","3.162","piv","3","1"
"mastik","腻子","","0.101","pejvo","3","1"
"surf","冲浪","","0.139","pejvo","3","1"
"filari","丝虫","","-0.45","piv","3","1"
"eksplik","释","es","-0.074","pejvo","2","3"
"ekzegez","释","","-0.361","pejvo","3","3"
"eksplic","释","ec","-0.074","piv","2","3"
"prodig","慷","","-0.115","pejvo","3","1"
"lien","脾","","-0.286","pejvo","3","1"
"juniper","杜松","","-0.026","pejvo","3","2"
"sabin","杜松","s","0.301","piv","2","2"
"impetig","脓疮","","0.403","piv","3","1"
"averag^","均","","-0.943","pejvo","3","1"
"konstelaci","星座","","0.356","pejvo","3","1"
"psikiatri","心医","","-0.532","pejvo","3","1"
"sentimental","感伤","","0.34","pejvo","3","1"
"feromagnet","铁磁","","0.889","pejvo","3","1"
"atrop","颠","a","0.12","piv","3","2"
"tang","颠","","0.139","pejvo","3","2"
"iski","坐骨","","0.243","pejvo","3","1"
"ptoz","垂","pt","-0.449","piv","2","3"
"perpendikular","垂","pr","-1.074","pejvo","3","3"
"perpendikl","垂","","-0.674","pejvo","2","3"
"makaroni","管面","","0.809","pejvo","3","1"
"pralin","仁糖","","0.524","piv","3","1"
"konjunktiv","结膜","","0.783","pejvo","3","1"
"aort","主脉","","-0.072","pejvo","3","1"
"elize","福","e","-0.202","pejvo","3","2"
"beat","福","","-0.179","pejvo","3","2"
"afinaci","炼","a","-0.432","piv","2","2"
"kupel","炼","","-0.653","piv","3","2"
"patriot","爱国","","0.297","pejvo","3","1"
"musked","火枪","","-0.336","pejvo","3","2"
"musket","火枪","mt","-0.049","pejvo","2","2"
"siren","警笛","","1.564","pejvo","3","1"
"neu^rolept","安神","","-0.066","piv","3","1"
"dialektik","辩证","","0.796","pejvo","3","1"
"amni","羊膜","","0.554","piv","3","1"
"signifik","著","","-0.217","piv","2","2"
"signifikanc","著","sc","-0.586","piv","3","2"
"ipek","吐根","","0.139","piv","3","1"
"sankci","制裁","","0.524","pejvo","3","1"
"disdegn","蔑","","-0.136","piv","3","1"
"persimon","柿","","-0.465","pejvo","2","3"
"diospir","柿","d","-0.432","piv","2","3"
"kakinok","柿","k","-0.72","piv","3","3"
"s^tanc","冲压","","-0.311","piv","3","1"
"dikro","二色","","-0.774","piv","3","1"
"prokariot","原核","","0.479","piv","3","1"
"protozo","原兽","","0.614","pejvo","3","1"
"sortiment","品类","","0.264","pejvo","3","1"
"askarid","回虫","","-0.361","pejvo","3","1"
"pomp","豪","","-0.072","pejvo","3","1"
"s^ik","帅","","-1.066","pejvo","3","1"
"diplo","板障","","0.642","piv","3","1"
"artikulaci","发音","","-0.2","piv","3","1"
"buks","黄杨","","0.347","pejvo","3","1"
"fiakr","马车","","-0.9","pejvo","3","2"
"faeton","马车","ft","-0.656","pejvo","2","2"
"obstrukc","阻","","-1.029","pejvo","3","1"
"sambuk","接骨","","0.628","pejvo","3","1"
"endivi","苦菜","","0.419","pejvo","3","1"
"sektor","域","","-0.45","pejvo","3","1"
"iteraci","迭","","-0.849","pejvo","3","1"
"mang","芒果","","-0.072","pejvo","3","1"
"kompos^t","堆肥","","0.403","pejvo","3","1"
"pedant","迂","","-1.086","pejvo","3","1"
"rikur","递归","","0.014","piv","3","1"
"petrosel","香芹","","0.064","pejvo","3","1"
"paramagnet","顺磁","","0.783","pejvo","3","1"
"korus","合唱","","0.226","pejvo","3","1"
"bariton","男中音","","0.509","pejvo","3","1"
"lobi","游说","","0.657","pejvo","3","1"
"uretr","尿道","","0.435","pejvo","3","1"
"turbid","浊","","-0.686","piv","3","1"
"astigmat","散光","","0.281","pejvo","3","1"
"melis","蜂草","","0.746","pejvo","3","1"
"guvern","教养","","0.524","pejvo","3","1"
"kondiment","佐","","-1.072","pejvo","3","1"
"hibisk","芙蓉","","0.524","pejvo","3","1"
"absces","脓肿","","0.314","pejvo","3","1"
"klerikal","教权","","0.172","pejvo","3","1"
"anastomoz","吻合","","-0.294","piv","3","1"
"mandarin","橘","","0.064","pejvo","3","1"
"karpel","心皮","","-0.686","piv","3","1"
"kolaps","崩","","-0.45","pejvo","3","1"
"flus","涨","","-0.506","pejvo","3","1"
"platen","白金","","-0.225","pejvo","3","1"
"ans","柄","","-0.586","pejvo","3","2"
"stip","柄","s","-0.332","pejvo","2","2"
"koc^","红虫","","-0.261","piv","3","1"
"vizier","檐","","0.208","pejvo","3","1"
"c^ikan","刁","","-1.936","pejvo","3","1"
"gurd","摇琴","","1.066","pejvo","3","1"
"gasteroste","刺鱼","","0.026","pejvo","3","1"
"stafet","接力","","-0.225","pejvo","3","1"
"puber","发育","","-0.202","piv","3","1"
"anemon","银莲","","0.628","pejvo","3","1"
"placent","胎盘","","0.509","pejvo","3","1"
"anglikan","圣公","","-0.753","pejvo","3","1"
"prote","帝王花","","0.539","piv","3","1"
"lic^i","荔","","-0.619","piv","3","1"
"ekskomunik","开除","","-0.317","pejvo","3","1"
"mentor","导师","","-0.336","pejvo","3","1"
"suna","圣行","","-0.395","pejvo","3","1"
"simfoni","交响","","-0.026","pejvo","3","1"
"mile","黄米","","0.243","pejvo","3","1"
"eu^kariot","真核","","0.494","piv","3","1"
"resurs","资源","","0.835","pejvo","3","1"
"peoni","牡丹","","-0.423","pejvo","3","1"
"rendiment","效率","","0.585","pejvo","3","1"
"bizon","野牛","","0.014","pejvo","3","1"
"sagu","西米","","-0.286","pejvo","3","1"
"vals","圆舞","","0.964","pejvo","3","1"
"kreozot","木馏","","0.19","pejvo","3","1"
"nu","嘿","","0.074","pejvo","3","1"
"vehikl","载体","","0.208","piv","3","1"
"kardj","胃门","","-0.311","piv","3","1"
"terat","畸","","-0.202","pejvo","3","1"
"pleokro","多色","","-0.361","piv","3","1"
"kalejdoskop","万花筒","","0.664","pejvo","3","1"
"amnesti","赦","","-0.477","pejvo","3","1"
"prokuror","检察","","1.018","pejvo","3","1"
"avangard","前卫","","-0.386","pejvo","3","1"
"nekton","自游","","0.314","piv","3","1"
"engag^","聘","","-0.202","pejvo","3","1"
"patos","慨","","-0.311","pejvo","3","1"
"interpunkci","标点","","0.23","pejvo","3","1"
"emfizem","气肿","","-0.361","pejvo","3","1"
"balkon","阳台","","-0.45","pejvo","3","1"
"pleu^ronekt","比目鱼","","0.137","pejvo","3","1"
"plane","翼","","0.226","pejvo","3","1"
"vink","蔓春","","0.862","pejvo","3","1"
"stertor","喘","s","-0.074","pejvo","2","3"
"astm","喘","","-0.286","pejvo","3","3"
"anhel","喘","an","-0.024","pejvo","2","3"
"arnik","羊菊","","0.226","pejvo","3","1"
"cirkumcid","割礼","","0.155","pejvo","3","1"
"tore","斗牛","","-0.736","piv","3","1"
"pervers","邪","","-1.136","pejvo","3","2"
"perversi","邪","pr","-0.899","pejvo","2","2"
"spiroket","螺旋体","","2.045","pejvo","3","1"
"simpat","交感","","0.419","piv","3","1"
"kurator","监护","","0.19","pejvo","3","1"
"kolin","胆碱","","0.849","piv","3","1"
"penicilin","青霉素","","1.832","pejvo","3","1"
"avokad","鳄梨","","1.35","pejvo","3","1"
"modlur","线脚","","0.419","pejvo","3","1"
"unitari","一神","","-0.596","piv","3","1"
"manikur","美甲","","-0.136","pejvo","3","1"
"hidrid","氢化","","-0.225","piv","3","1"
"laktuk","生菜","","0.101","pejvo","3","1"
"kamomil","甘菊","","0.082","pejvo","3","1"
"rezignaci","顺","","-0.786","pejvo","3","1"
"mung","擦鼻","","1.675","pejvo","3","1"
"rizom","根茎","","0.33","pejvo","3","1"
"alteraci","蚀变","","0.172","piv","3","1"
"porfir","斑岩","","0.524","pejvo","3","1"
"patriark","族长","","-0.046","pejvo","3","1"
"mezomer","共振","","0.082","piv","3","1"
"kolik","绞痛","","0.642","pejvo","3","1"
"rur","乡","","-1.386","pejvo","3","1"
"bajt","字节","","-0.395","pejvo","3","1"
"safran","藏红花","","1.554","pejvo","3","1"
"kimon","和服","","0.12","pejvo","3","1"
"ekspertiz","鉴","","-0.294","pejvo","3","1"
"singult","逆气","","-0.248","pejvo","3","1"
"ahims","不害","","-0.093","piv","3","1"
"fosforesk","磷光","","0.796","pejvo","3","1"
"gargar","漱","","-0.115","pejvo","3","1"
"subvenci","补贴","","0.064","pejvo","3","1"
"lofi","蛤蟆鱼","","2.18","piv","3","1"
"ferut","驮","","-1.036","piv","3","1"
"plagiat","窃","","-0.72","pejvo","3","1"
"zigot","合子","","-0.653","piv","3","1"
"fibrin","纤蛋白","","0.732","pejvo","3","1"
"mizogin","厌女","","-0.72","piv","3","1"
"kam","凸轮","","-0.156","pejvo","3","1"
"au^kci","拍卖","","0.12","pejvo","3","1"
"bok","牡","","-0.815","pejvo","3","1"
"orgasm","高潮","","1.042","pejvo","3","1"
"hortikultur","园艺","","-0.586","pejvo","3","1"
"rastr","锄","","-0.311","piv","3","1"
"kvestor","财务官","","0.509","pejvo","3","1"
"ekvizet","问荆","","-0.026","pejvo","3","1"
"bigarel","脆樱","","1.03","piv","3","1"
"falun","贝岩","","-0.311","piv","3","1"
"plankton","浮游","","0.705","pejvo","3","1"
"akvarel","水彩","","-0.026","pejvo","3","1"
"langvor","倦","","-0.596","pejvo","3","1"
"psitak","鹦鹉","","1.452","piv","3","1"
"polip","息肉","","0.12","pejvo","3","1"
"sterling","镑","s","-0.046","pejvo","3","2"
"pund","镑","","0.321","pejvo","2","2"
"peon","卒","","-0.736","pejvo","3","1"
"dezajn","设计","","-0.566","piv","3","1"
"gazon","草坪","","0.226","pejvo","3","1"
"le","背风","","-0.132","piv","3","1"
"telfer","缆路","","1.042","pejvo","3","1"
"ostag^","人质","","-0.536","pejvo","3","1"
"aprior","先","","-1.086","pejvo","3","1"
"geodezi","测地","","-0.026","pejvo","3","1"
"lavend","香草","","0.314","pejvo","3","1"
"eu^genik","优生","","-0.477","pejvo","3","1"
"stim","估","","-0.858","piv","3","1"
"ambos","铁床","","0.226","pejvo","3","1"
"hura","万岁","","-0.619","pejvo","3","1"
"bum","帆杆","","-0.156","pejvo","3","1"
"kras^","坠","","-0.858","pejvo","3","1"
"pistak","开心果","","0.101","pejvo","3","1"
"rikan","讥","","-1.361","pejvo","3","1"
"dun","沙丘","","-0.261","pejvo","3","1"
"demisi","辞","","-0.225","pejvo","3","1"
"prot","质子","","-0.395","pejvo","3","1"
"bojkot","抵制","","0.101","pejvo","3","1"
"ravin","峡","r","-0.365","pejvo","2","2"
"istm","峡","","-0.619","pejvo","3","2"
"knid","刺胞","","0.243","piv","3","1"
"labil","易变","","0.12","pejvo","3","1"
"celsius","摄氏","","0.19","pejvo","3","1"
"gliptik","玉雕","","0.614","pejvo","3","1"
"visk","寄","","-0.395","pejvo","3","2"
"konsign","寄","k","-0.189","piv","2","2"
"laf","熔岩","","0.773","pejvo","3","1"
"sfinks","狮面","","0.314","pejvo","3","1"
"karj","山核桃","","1.149","piv","2","2"
"pekan","山核桃","p","0.849","piv","3","2"
"retrat","取","","-0.524","pejvo","2","1"
"fasm","竹节虫","","0.531","piv","2","1"
"solfeg^","唱名","","0.495","piv","2","1"
"kompuls","逼","","-0.074","piv","2","1"
"s^ibu","柿涩","","0.738","piv","2","1"
"au^reol","光环","","0.173","pejvo","2","1"
"polis","保单","","0.513","pejvo","2","1"
"astat","无定","","-0.024","pejvo","2","1"
"grak","啼","","0.001","pejvo","2","2"
"kokerik","啼","k","-0.074","pejvo","2","2"
"sakrament","圣礼","","-0.369","pejvo","2","1"
"cimbal","铜盘","","1.019","pejvo","2","1"
"groc","罗","","-0.449","pejvo","2","1"
"pojn","腕","","0.001","pejvo","2","1"
"tamburin","铃鼓","","1.097","pejvo","2","1"
"lisp","咬舌","","0.321","pejvo","2","1"
"en-","入","","-1.349","pejvo","2","1"
"eu^roparlament","欧议","","-0.099","pejvo","2","1"
"muskardin","僵病","","1.293","piv","2","1"
"mikoz","菌症","","0.93","pejvo","2","1"
"grenat","石榴","","0.707","pejvo","2","1"
"epik","史诗","ek","0.109","piv","2","2"
"epope","史诗","","0.086","pejvo","2","2"
"obstetrik","产科","","0.221","pejvo","2","1"
"toast","烤包","","0.301","pejvo","2","1"
"g^iraf","颈鹿","","1.033","pejvo","2","1"
"sfing","天蛾","","0.513","piv","2","1"
"dierez","分音","","0.063","pejvo","2","1"
"demagogi","煽动","dm","0.781","pejvo","2","2"
"demagog","煽动","","0.796","pejvo","2","2"
"satirus","羊神","","0.261","pejvo","2","1"
"matriark","母系","","-0.099","piv","2","1"
"pedikur","修脚","","0.796","piv","2","1"
"gri","碎粒","","1.264","pejvo","2","1"
"lime","青柠","","0.531","piv","2","1"
"laser","激光","","1.033","pejvo","2","1"
"rozari","念珠","","0.601","pejvo","2","1"
"sumo","相扑","","0.216","pejvo","2","1"
"kanguru","袋鼠","k","1.214","pejvo","2","2"
"makrop","袋鼠","","1.226","pejvo","2","2"
"mandaren","官话","","0.351","pejvo","2","1"
"podagr","痛风","","0.389","pejvo","2","1"
"stau^l","失速","","0.301","pejvo","2","1"
"repudi","休妻","","0.173","pejvo","2","1"
"hemisfer","半球","","0.351","pejvo","2","1"
"operator","算子","","0.46","piv","2","1"
"arc^","弓","","-1.099","pejvo","2","1"
"letargi","嗜睡","","1.421","pejvo","2","1"
"kapitol","议堂","","0.37","pejvo","2","1"
"lol","毒麦","","0.445","pejvo","2","1"
"ejgen","特征","","0.618","piv","2","1"
"grac","恩","","-0.219","pejvo","2","1"
"dajmon","神灵","","0.389","piv","2","1"
"koni","毒参","","0.531","pejvo","2","1"
"statut","章程","","1.123","pejvo","2","1"
"angin","咽炎","","0.513","pejvo","2","1"
"gratifik","赏","g","-0.099","pejvo","2","2"
"aprez","赏","","-0.024","pejvo","2","2"
"enurez","遗尿","","0.707","pejvo","2","1"
"lakmus","石蕊","","0.811","pejvo","2","1"
"prajm","引爆","","1.136","pejvo","2","1"
"volovan","酥盒","","1.11","pejvo","2","1"
"gimnosperm","裸子","","0.314","pejvo","2","1"
"inkub","梦魔","","1.953","pejvo","2","1"
"papilom","乳头瘤","","1.626","pejvo","2","1"
"streptokok","链球菌","","2.213","pejvo","2","1"
"virtuoz","匠","","-0.849","pejvo","2","1"
"stumbl","绊","","-0.524","pejvo","2","1"
"resus","猴","","-0.024","piv","2","1"
"platform","纲领","","0.568","pejvo","2","1"
"barit","重晶石","","1.444","pejvo","2","1"
"anamorfoz","变形","","0.221","piv","2","1"
"monofizit","一性","","-0.499","piv","2","1"
"timian","百里香","","1.019","pejvo","2","1"
"narkotik","麻醉","","1.409","pejvo","2","1"
"aspiraci","送气","","0.017","piv","2","1"
"pletor","多血","","-0.049","pejvo","2","1"
"rota","皇院","","0.635","piv","2","1"
"skizoid","分裂","","0.37","pejvo","2","1"
"sternum","胸骨","","0.796","pejvo","2","1"
"balg","风箱","","0.738","pejvo","2","1"
"eskar","焦疤","","0.93","piv","2","1"
"ambigu","歧义","","-0.162","piv","2","1"
"uncial","书体","","-0.162","piv","2","1"
"mileni","千年","","-0.399","piv","2","1"
"duplikat","副本","","0.351","pejvo","2","1"
"agreg","聚","","0.194","pejvo","2","1"
"prospektor","探矿","","0.644","piv","2","1"
"kiropraktik","整脊","","1.374","piv","2","1"
"simultan","同时","","0.017","pejvo","2","1"
"sofism","诡辩","","1.226","pejvo","2","1"
"cug","铁杉","","0.549","piv","2","1"
"epoksi","环氧","","0.601","piv","2","1"
"diazoni","重氮","","0.901","piv","2","1"
"j^artel","吊袜","","0.389","pejvo","2","1"
"oratori","清唱剧","","2.036","piv","2","1"
"junkr","地主","","-0.135","pejvo","2","1"
"arier","后卫","","-0.365","pejvo","2","1"
"fikus","榕","","0.194","piv","2","1"
"harmonium","风琴","","0.333","pejvo","2","1"
"kolh^oz","农社","","0.063","pejvo","2","1"
"kvorum","足数","","0.811","pejvo","2","1"
"adiant","铁线草","","1.535","pejvo","2","1"
"veterinar","兽医","","0.551","pejvo","2","1"
"lagoftalm","兔眼","","0.659","piv","2","1"
"mamon","财魔","","1.546","pejvo","2","1"
"j^akard","提花","","0.707","piv","2","1"
"benjet","炸糕","","1.329","piv","2","1"
"karmezin","深红","","0.46","pejvo","2","1"
"trogon","咬鹃","","0.916","piv","2","1"
"ancilostom","钩虫","","0.201","piv","2","1"
"kolimat","准直","","0.585","pejvo","2","1"
"propil","丙","","-0.959","piv","2","1"
"iktiosau^r","鱼龙","","-0.006","pejvo","2","1"
"buf","蛤蟆","","1.669","pejvo","2","1"
"stafilokok","葡萄球菌","","3.335","pejvo","2","1"
"korak","渡鸦","","0.93","pejvo","2","1"
"kantarel","鸡油菌","","1.409","pejvo","2","1"
"duet","二重","","-0.108","pejvo","2","1"
"koopt","增补","","1.033","piv","2","1"
"serenad","小夜曲","","0.478","pejvo","2","1"
"dafn","瑞香","","1.047","pejvo","2","1"
"legionel","军团菌","","1.097","piv","2","1"
"kontumac","缺席","","0.781","piv","2","1"
"hag^","朝拜","","0.958","pejvo","2","1"
"bilg^","舱底","","0.635","pejvo","2","1"
"mejoz","减分","","0.301","piv","2","1"
"iskiat","坐神","","0.389","piv","2","1"
"kornet","短号","","0.495","pejvo","2","1"
"konfront","对质","","0.017","pejvo","2","1"
"arpeg^","散音","","0.93","pejvo","2","1"
"feniks","凤","","-1.149","pejvo","2","1"
"eu^trof","富养","","0.916","pejvo","2","1"
"aleksi","失读","","0.281","piv","2","1"
"poligon","多角","","0.04","pejvo","2","1"
"aloj","合金","","0.216","pejvo","2","1"
"sonet","十四行诗","","0.93","pejvo","2","1"
"katekiz","诲","","-0.432","pejvo","2","1"
"divorc","离婚","","0.916","pejvo","2","1"
"strongil","圆虫","","0.351","piv","2","1"
"presbiterian","长老","","-0.459","pejvo","2","1"
