"root","k","id","band","F"
"litiaz","结石","l","piv","2"
"regent","摄政","","pejvo","2"
"emeritur","退休金","","pejvo","2"
"piton","巨蛇","","pejvo","2"
"karis","假虎刺","","piv","2"
"apokalips","末启","","pejvo","2"
"koklus^","百日咳","","pejvo","2"
"g^el","凝胶","","pejvo","2"
"vipur","毒蛇","","pejvo","2"
"puding","奶冻","","pejvo","2"
"ekvipotencial","等势","","piv","2"
"sena","决明","","piv","2"
"heliant","向日葵","","pejvo","2"
"nekromanci","招魂","","pejvo","2"
"ukij","浮世绘","","pejvo","2"
"sizigi","大潮","","pejvo","2"
"timid","怯","","pejvo","2"
"poltron","怯","p","pejvo","2"
"suspensori","吊带","","piv","2"
"legac","遗赠","","pejvo","2"
"anduj","肚肠","","piv","2"
"tentakl","触手","","pejvo","2"
"adjekt","状","","pejvo","2"
"pirit","黄铁矿","","pejvo","2"
"verben","鞭草","","pejvo","2"
"fet","胎","","pejvo","2"
"kakemon","挂轴","","pejvo","2"
"turban","头巾","","pejvo","2"
"skabi","癣","","pejvo","2"
"limed","甜柠","","piv","2"
"mamut","巨象","","pejvo","2"
"piment","多香果","","pejvo","2"
"povr","贫","","pejvo","2"
"kulvert","暗渠","","piv","2"
"spok","辐","","pejvo","2"
"skorpen","蝎鱼","","piv","2"
"vitral","彩窗","","pejvo","2"
"okcipit","后脑","","pejvo","2"
"tetr","琴鸡","","pejvo","2"
"liken","地衣","","pejvo","2"
"involukr","总苞","","pejvo","2"
"dinosau^r","恐龙","","pejvo","2"
"c^i","此","","func","42"
"cis","此","c","pejvo","2"
"gonad","性腺","","piv","2"
"salam","腊肠","","pejvo","2"
"kurkuli","象甲","","pejvo","2"
"cili","纤毛","","pejvo","2"
"kaos","混乱","","pejvo","2"
"h^aos","混乱","ĥ","pejvo","2"
"korset","束腰","","pejvo","2"
"kori","绒膜","","piv","2"
"ksantom","黄瘤","","piv","2"
"epiornit","隆鸟","","pejvo","2"
"dekokt","煎","","pejvo","2"
"resurekt","复活","","pejvo","2"
"fritilari","贝母","","pejvo","2"
"manometr","压计","","pejvo","2"
"pum","砰","","pejvo","2"
"brig^","桥牌","","pejvo","2"
"konfisk","没收","","pejvo","2"
"ependim","室膜","","pejvo","2"
"divan","长椅","","pejvo","2"
"kanap","长椅","k","pejvo","2"
"kvik","麦草","","piv","2"
"mag","巫","","pejvo","2"
"s^aman","巫","ŝ","pejvo","2"
"heterodin","外差","","piv","2"
"metilen","亚甲","","pejvo","2"
"c^ement","牙骨质","","piv","2"
"oktant","八分","","pejvo","2"
"au^toklav","高压锅","","piv","2"
"prim","质数","","pejvo","2"
"barikad","路障","","pejvo","2"
"skalen","斜角","","piv","2"
"pingven","企鹅","","pejvo","2"
"sfenisk","企鹅","s","piv","2"
"guas^","水粉","","pejvo","2"
"egret","冠羽","","pejvo","2"
"primordi","原基","","piv","2"
"leksikon","词典","","pejvo","2"
"plektr","拨","","pejvo","2"
"afazi","失语","","pejvo","2"
"bordun","低音","","piv","2"
"enkau^stik","蜡画","","piv","2"
"zenit","天顶","","pejvo","2"
"silt","粉砂","","piv","2"
"antraks","炭疮","","pejvo","2"
"konvekt","对流","","pejvo","2"
"celuloz","纤素","","pejvo","2"
"dau^b","桶板","","pejvo","2"
"madz","钉头锤","","piv","2"
"troposfer","对流层","","pejvo","2"
"disertaci","论文","","pejvo","2"
"tard","迟","","pejvo","2"
"asket","苦行","","pejvo","2"
"secesi","脱","","piv","2"
"ametrop","屈光","","piv","2"
"kapus","航向","","piv","2"
"portik","柱廊","","pejvo","2"
"tof","凝灰","","pejvo","2"
"rea","美洲鸵","","piv","2"
"ileks","冬青","","pejvo","2"
"kladik","支学","","piv","2"
"miom","肌瘤","","pejvo","2"
"paletr","调色板","","pejvo","2"
"esamen","蜂群","","piv","2"
"mering","蛋白霜","","pejvo","2"
"uv","葡萄","","piv","2"
"difeomorf","微分同胚","","piv","2"
"difeomorfi","微分同胚","di","piv","2"
"delic","珍","","piv","2"
"slum","贫窟","","piv","2"
"marki","疆","","piv","2"
"metazo","后生","","pejvo","2"
"kvartet","四重","","pejvo","2"
"gug^","凿","","piv","2"
"fronton","山花","","pejvo","2"
"reporter","记者","","pejvo","2"
"gem","玉","","pejvo","2"
"jad","玉","j","pejvo","2"
"centuri","百队","","piv","2"
"sapot","人心果","","piv","2"
"sinkop","切分","","pejvo","2"
"rekvizici","征用","","pejvo","2"
"razi","袭","","piv","2"
"alk","驼鹿","","pejvo","2"
"sinekur","闲职","","pejvo","2"
"tiktak","滴答","","pejvo","2"
"afust","炮架","","pejvo","2"
"bilharzi","血虫","","piv","2"
"skistosom","血虫","s","piv","2"
"lampir","萤","","pejvo","2"
"puntili","面子","","piv","2"
"introvertit","内向","","pejvo","2"
"redund","冗","","piv","2"
"hirud","吸血虫","","pejvo","2"
"kep","军帽","","pejvo","2"
"tref","梅花","","pejvo","2"
"poplit","膝窝","","pejvo","2"
"gimnot","电鱼","","pejvo","2"
"midriaz","散瞳","","piv","2"
"s^utr","百叶窗","","pejvo","2"
"mizantrop","厌人","","pejvo","2"
"mumps","腮","","pejvo","2"
"rasl","啰音","","piv","2"
"kadrat","空铅","","pejvo","2"
"asteri","海星","","pejvo","2"
"uve","葡萄膜","","piv","2"
"ambr","龙香","","pejvo","2"
"glum","颖","","pejvo","2"
"gazel","瞪羚","","pejvo","2"
"abrazi","磨蚀","","piv","2"
"soldanel","雪铃","","piv","2"
"robot","机器人","","pejvo","2"
"kokcidi","球虫","","piv","2"
"korm","茎叶体","","piv","2"
"cejan","蓝菊","","pejvo","2"
"homotop","同伦","","piv","2"
"homotopi","同伦","hi","piv","2"
"reprezali","报复","","pejvo","2"
"pergamen","羊皮纸","","pejvo","2"
"karbonar","烧炭党","","piv","2"
"baktri","双驼","","pejvo","2"
"nikotin","烟碱","","pejvo","2"
"abdik","退位","","pejvo","2"
"dakriocist","泪囊","","piv","2"
"kokle","耳蜗","","piv","2"
"erinac","猬","","pejvo","2"
"jut","黄麻","","pejvo","2"
"ordinat","纵标","","pejvo","2"
"meloman","乐迷","","piv","2"
"amonit","菊石","","pejvo","2"
"salp","海桶","","piv","2"
"elegi","挽歌","","pejvo","2"
"polo","马球","","pejvo","2"
"ocel","单眼","","piv","2"
"palanken","轿","","pejvo","2"
"seminari","研讨","","pejvo","2"
"kazu","疑难","","pejvo","2"
"kurar","箭毒","","piv","2"
"vitel","蛋黄","","piv","2"
"notakant","刺背","","piv","2"
"ekscentrik","偏心","","pejvo","2"
"nova","新星","","piv","2"
"hieroglif","象形","","pejvo","2"
"steven","首柱","","pejvo","2"
"prokavi","蹄兔","","piv","2"
"sinklinal","向斜","","piv","2"
"rek","单杠","","pejvo","2"
"splint","夹板","","piv","2"
"propedeu^tik","预科","","pejvo","2"
"lupol","蛇麻","","pejvo","2"
"desapont","失望","","piv","2"
"nau^til","鹦螺","","pejvo","2"
"termit","白蚁","","pejvo","2"
"kariljon","钟琴","","piv","2"
"mitoz","等分","","piv","2"
"pantomim","哑剧","","pejvo","2"
"eu^fau^zi","磷虾","","piv","2"
"miso","豆酱","","pejvo","2"
"furier","军需","","pejvo","2"
"salangan","金丝燕","","piv","2"
"vici","野豌豆","","pejvo","2"
"maroken","软革","","pejvo","2"
"epitet","修饰","","pejvo","2"
"iliak","盆骨","","piv","2"
"klif","崖","","pejvo","2"
"granulom","粒瘤","","piv","2"
"amanit","鹅膏","","pejvo","2"
"pilor","幽门","","piv","2"
"eu^metrop","正视","","piv","2"
"samuraj","武士","","pejvo","2"
"ruf","赤褐","","pejvo","2"
"mimoz","含羞","","pejvo","2"
"diod","二极管","","pejvo","2"
"lazaret","检疫院","","pejvo","2"
"idili","田园","","pejvo","2"
"mangl","红树","","pejvo","2"
"rizofor","红树","r","piv","2"
"propriocept","体感","","piv","2"
"iperit","芥气","","pejvo","2"
"hif","菌丝","","piv","2"
"feldspat","长石","","pejvo","2"
"albugine","白膜","","piv","2"
"luksaci","脱臼","","pejvo","2"
"homeopati","顺势","","pejvo","2"
"kloroz","萎黄","","pejvo","2"
"hierodul","庙奴","","piv","2"
"oliban","乳香","","pejvo","2"
"s^am","鹿皮","","pejvo","2"
"jodl","假声","","piv","2"
"aval","背书","","pejvo","2"
"maksim","格言","","pejvo","2"
"aneroid","无液","","pejvo","2"
"impotent","性无能","","pejvo","2"
"dracen","龙血树","","piv","2"
"tul","网纱","","pejvo","2"
"apoteoz","神化","","pejvo","2"
"gilotin","断头","","pejvo","2"
"paleozoik","古生","","pejvo","2"
"tandem","串联","","pejvo","2"
"urat","尿酸盐","","piv","2"
"binar","二进","","pejvo","2"
"bleni","滑鱼","","piv","2"
"ametist","紫晶","","pejvo","2"
"arkad","拱廊","","pejvo","2"
"ake","树懒","","piv","2"
"azo","无生","","piv","2"
"fanfar","号角","","pejvo","2"
"divertikul","囊室","","piv","2"
"heksagon","六角","","piv","2"
"kidnap","拐","","pejvo","2"
"klozet","厕","","piv","2"
"manis","穿山甲","","piv","2"
"furz","屁","","pejvo","2"
"kiromanci","手相","","piv","2"
"almanak","历书","","pejvo","2"
"bav","口水","","piv","2"
"bras","帆索","","piv","2"
"hals","帆索","h","piv","2"
"interstic","隙","","piv","2"
"bes^amel","白汁","","pejvo","2"
"faradiz","电疗","","pejvo","2"
"kolocint","药瓜","","pejvo","2"
"kompromis","妥协","","pejvo","2"
"draj^","根芽","","piv","2"
"nokau^t","击倒","","pejvo","2"
"knokau^t","击倒","k","pejvo","2"
"cisticerk","囊尾虫","","piv","2"
"cerebel","小脑","","pejvo","2"
"frustr","挫","","pejvo","2"
"atlet","选手","","pejvo","2"
"kapor","山柑","","pejvo","2"
"c^uk","夹头","","piv","2"
"kanibal","食人","","pejvo","2"
"batat","甘薯","","pejvo","2"
"androgin","雌雄","","pejvo","2"
"barbaden","西番莲","","piv","2"
"pleu^r","胸膜","","pejvo","2"
"apopleksi","卒中","","pejvo","2"
"stret","窄","","pejvo","2"
"amfibrak","短长短","","pejvo","2"
"stalaktit","乳石","","pejvo","2"
"sakristi","圣器","","pejvo","2"
"potas","钾碱","","pejvo","2"
"binom","二项","","pejvo","2"
"palatin","宫伯","","piv","2"
"krin","颈毛","","piv","2"
"delfen","海豚","","pejvo","2"
"anc^","簧","","pejvo","2"
"ligustr","女贞","","pejvo","2"
"pemikan","干肉","","piv","2"
"ambl","踱","","pejvo","2"
"komet","扫星","","pejvo","2"
"nekropsi","检尸","","pejvo","2"
"impresion","印象","","pejvo","2"
"pau^t","翘嘴","","pejvo","2"
"j^uri","陪审","","pejvo","2"
"steg","撑","","piv","2"
"pederasti","童色","","pejvo","2"
"pudl","搅炼","","piv","2"
"stratosfer","平流层","","pejvo","2"
"etil","乙","","pejvo","2"
"kolc^ik","秋水仙","","pejvo","2"
"s^il","乳液","","pejvo","2"
"jah^t","游艇","","pejvo","2"
"herpet","泡疹","","pejvo","2"
"pentagon","五角","","pejvo","2"
"til","碎麻","","piv","2"
"kromatin","染色质","","piv","2"
"onkocerk","盘尾","","piv","2"
"brakte","苞","","piv","2"
"kaki","土黄","","pejvo","2"
"au^reli","海月","","piv","2"
"salvi","鼠尾草","","pejvo","2"
"eskalon","梯队","","piv","2"
"s^ankr","毒疮","","pejvo","2"
"furunk","毒疮","f","pejvo","2"
"karbunkl","毒疮","k","pejvo","2"
"anksi","忧虑","","piv","2"
"stag^","实习","","pejvo","2"
"sklerot","巩膜","","piv","2"
"dipsak","续断","","pejvo","2"
"mancinel","毒苹","","pejvo","2"
"oestr","发情","","piv","2"
"teleks","电传","","piv","2"
"nebuloz","星云","","pejvo","2"
"inocent","无罪","","pejvo","2"
"meretrik","蛤","","pejvo","2"
"siluet","剪影","","pejvo","2"
"maneg^","驯马","","pejvo","2"
"mastoid","乳突","","piv","2"
"flan","蛋奶","","pejvo","2"
"arkipelag","群岛","","pejvo","2"
"eu^fori","欣快","","piv","2"
"duktil","延展","","pejvo","2"
"skun","帆船","","pejvo","2"
"lugr","帆船","l","pejvo","2"
"koder","码元","","piv","2"
"klejstogam","闭花","","piv","2"
"sien","红土","","pejvo","2"
"nelg","不长","","piv","2"
"flanel","毛绒","","pejvo","2"
"komplic","同谋","","pejvo","2"
"neglig^","便袍","","pejvo","2"
"mucilag","粘液","","pejvo","2"
"ambliop","弱视","","piv","2"
"pone","矮马","","pejvo","2"
"tukan","巨嘴鸟","","pejvo","2"
"reformaci","改革","","pejvo","2"
"kobr","眼镜蛇","","piv","2"
"silen","蝇子草","","piv","2"
"kolier","项链","","pejvo","2"
"grifel","石笔","","pejvo","2"
"sulfam","氨硫","","piv","2"
"staki","水苏","","piv","2"
"slang","俗语","","pejvo","2"
"ostrak","陶片","","piv","2"
"alabastr","雪花石膏","","pejvo","2"
"prelud","前奏","","pejvo","2"
"aperitiv","开胃酒","","pejvo","2"
"ekzoftalmi","凸眼","","piv","2"
"zepelin","硬式飞艇","","pejvo","2"
"sekstant","六分仪","","pejvo","2"
"stekio","配比","","piv","2"
"board","迎风","","pejvo","2"
"uvul","小舌","","pejvo","2"
"karoseri","车身","","pejvo","2"
"sirop","糖浆","","pejvo","2"
"lizin","赖","","piv","2"
"konik","锥线","","pejvo","2"
"holoturi","海参","","pejvo","2"
"nandin","天竹","","pejvo","2"
"vikun","小羊驼","","pejvo","2"
"konjugaci","变位","","pejvo","2"
"perlamot","珠层","","pejvo","2"
"fasc^in","柴束","","pejvo","2"
"skolastik","经院","","pejvo","2"
"limonad","柠檬水","","pejvo","2"
"karak","商舶","","piv","2"
"spam","垃圾","","pejvo","2"
"mediastin","纵隔","","piv","2"
"trikofit","毛癣菌","","piv","2"
"gluten","面筋","","pejvo","2"
"katabol","分解","","piv","2"
"kric^","尖叫","","pejvo","2"
"karakal","耳猫","","piv","2"
"prozelit","改宗","","pejvo","2"
"akvafort","蚀刻","","pejvo","2"
"sepi","墨鱼","","pejvo","2"
"alb","白袍","","pejvo","2"
"tenar","鱼际","","piv","2"
"aktini","海葵","","piv","2"
"kasi","腊肠树","","piv","2"
"kebab","烤肉","","pejvo","2"
"kason","沉箱","","pejvo","2"
"okzal","酸模","","pejvo","2"
"ral","秧鸡","","piv","2"
"bakalau^r","学士","","pejvo","2"
"liv","左","","piv","2"
"konfirmaci","坚信礼","","pejvo","2"
"kibic","多嘴","","piv","2"
"bart","鲸须","","pejvo","2"
"abak","算盘","","pejvo","2"
"eroto","色情","","pejvo","2"
"detrit","碎屑","","piv","2"
"primat","灵长","","pejvo","2"
"apercept","统觉","","piv","2"
"knedlik","面团","","pejvo","2"
"flameng","火烈鸟","","piv","2"
"nostalgi","怀旧","","pejvo","2"
"jalap","泻块根","","pejvo","2"
"suspir","叹","","pejvo","2"
"paprik","甜椒","","pejvo","2"
"skizofreni","精神分裂","","pejvo","2"
"skalp","头皮","","pejvo","2"
"kokolit","颗石","","piv","2"
"liturgi","礼拜","","pejvo","2"
"lamprid","月鱼","","piv","2"
"vajr","松鼠皮","","piv","2"
"disenteri","痢","","pejvo","2"
"domen","骨牌","","pejvo","2"
"balist","弓炮","","pejvo","2"
"suber","木栓","","piv","2"
"cian","青","","pejvo","1"
"livid","青","l","piv","2"
"adjudant","准尉","","piv","2"
"dinornit","恐鸟","","pejvo","2"
"koncili","宗会","","pejvo","2"
"cibet","灵猫香","","pejvo","2"
"kloroform","氯仿","","pejvo","2"
"alvus","鱼苗","","pejvo","2"
"rung","横档","","piv","2"
"s^al","披肩","","pejvo","2"
"sarment","蔓","","piv","2"
"koriandr","香菜","","pejvo","2"
"procesor","处理器","","pejvo","2"
"noval","荒","","pejvo","2"
"torf","泥炭","","pejvo","2"
"skarlatin","猩红热","","pejvo","2"
"tetan","强直","","pejvo","2"
"akredit","信任","","pejvo","2"
"puerper","产后","","piv","2"
"frakt","分形","","piv","2"
"pitiat","劝愈","","piv","2"
"operac","作战","","pejvo","2"
"balan","藤壶","","piv","2"
"kolazion","加餐","","pejvo","2"
"asperg","洒","","pejvo","2"
"leu^kemi","白血病","","pejvo","2"
"asbest","石棉","","pejvo","2"
"absid","后殿","","pejvo","2"
"imagin","成虫","","pejvo","2"
"tini","头癣","","pejvo","2"
"precedenc","先例","","pejvo","2"
"lapil","火砾","","piv","2"
"imperfekt","未完","","pejvo","2"
"linotip","铸排","","pejvo","2"
"alism","泽泻","","piv","2"
"kontralt","女低","","pejvo","2"
"teorem","定理","","pejvo","2"
"ekspedici","远征","","pejvo","2"
"disonanc","不谐","","pejvo","2"
"hu","吓","","pejvo","2"
"plint","础","","pejvo","2"
"ligatur","结扎","","piv","2"
"servic","餐具","","pejvo","2"
"tektonik","构造","","piv","2"
"madrigal","情歌","","pejvo","2"
"gej","同性","","piv","2"
"opilion","盲蛛","","piv","2"
"kopr","椰干","","pejvo","2"
"stencil","蜡纸","","pejvo","2"
"mioz","缩瞳","","piv","2"
"kaprifoli","忍冬","","pejvo","2"
"metakarp","掌骨","","pejvo","2"
"scil","绵枣儿","","piv","2"
"krasul","厚叶","","pejvo","2"
"femal","雌","","pejvo","2"
"anastigmat","无散光","","pejvo","2"
"pudend","阴部","","piv","2"
"ofiur","蛇尾","","piv","2"
"celakant","矛尾鱼","","pejvo","2"
"resonanc","共鸣","","pejvo","2"
"galen","方铅矿","","pejvo","2"
"pase","昔","","pejvo","2"
"sacerdot","祭司","","pejvo","2"
"mehar","赛驼","","piv","2"
"kupol","圆顶","","pejvo","2"
"petazit","蜂斗菜","","pejvo","2"
"vodevil","歌舞剧","","pejvo","2"
"cum","聚伞","","piv","2"
"nimfe","睡莲","","pejvo","2"
"talam","丘脑","","piv","2"
"ureter","输尿管","","pejvo","2"
"hihi","嘻","","piv","2"
"seton","引流","","piv","2"
"celenter","腔肠","","pejvo","2"
"hiacint","风信子","","pejvo","2"
"tantiem","红利","","pejvo","2"
"fulgor","蜡蝉","","piv","2"
"akumulator","蓄电","","pejvo","2"
"neu^trin","中微子","","pejvo","2"
"puc^","政变","","pejvo","2"
"sibarit","享乐","","pejvo","2"
"rempar","垒","","pejvo","2"
"atav","祖","","pejvo","2"
"infrarug^","红外","","pejvo","2"
"impos^t","拱座","","piv","2"
"korsar","私掠","","pejvo","2"
"pipet","移液","","pejvo","2"
"sukijak","牛锅","","pejvo","2"
"j^ak","插孔","","pejvo","2"
"metoksi","甲氧","","piv","2"
"neoti","鸟巢兰","","piv","2"
"panikl","圆锥","","pejvo","2"
"holoste","硬骨","","piv","2"
"koaks","焦","","pejvo","2"
"kancelier","首相","","pejvo","2"
"aspart","天冬","","piv","2"
"kazuar","鹤鸵","","pejvo","2"
"korne","角膜","","pejvo","2"
"fagot","大管","","pejvo","2"
"brusk","暴躁","","piv","2"
"ag^i","升水","","pejvo","2"
"lukan","锹甲","","pejvo","2"
"garol","松鸦","","pejvo","2"
"spekulaci","投机","","pejvo","2"
"cipres","柏","","pejvo","2"
"fuzi","聚变","","pejvo","2"
"ork","虎鲸","","pejvo","2"
"talk","滑石","","pejvo","2"
"kvadratur","求积","","pejvo","2"
"angiom","血管瘤","","piv","2"
"sinod","宗议","","pejvo","2"
"kompot","糖煮","","pejvo","2"
"varianc","方差","","piv","2"
"paradize","极乐鸟","","pejvo","2"
"pavez","船墙","","pejvo","2"
"fonem","音位","","pejvo","2"
"ruben","红宝","","pejvo","2"
"hepatik","肝草","","pejvo","2"
"gobius","虾虎","","pejvo","2"
"rekvizit","道具","","piv","2"
"deviz","铭","","pejvo","2"
"katgut","肠线","","pejvo","2"
"vrak","残船","","piv","2"
"elitr","硬翅","","pejvo","2"
"eritroni","猪牙花","","pejvo","2"
"difteri","白喉","","pejvo","2"
"likvesk","潮解","","piv","2"
"alkemi","炼金","","pejvo","2"
"glikogen","糖原","","piv","2"
"katarakt","白内障","","pejvo","2"
"divizor","约数","","pejvo","2"
"ekspektor","咳痰","","piv","2"
"epifiz","骨端","","pejvo","2"
"katafor","下指","","piv","2"
