type	root	kanji	band	F
content	roj	溪	piv	2
content	gejs^	艺妓	pejvo	2
content	omar	龙虾	pejvo	2
content	kristalin	晶体	piv	2
content	perdrik	鸟	pejvo	2
content	koril	木	piv	2
content	mugil	鱼	pejvo	2
content	mel	鼠	pejvo	2
content	lap	菜	basic	2
content	sorp	木	pejvo	2
content	kenopodi	草	pejvo	2
content	kalmar	鱼	piv	2
content	ciper	草	piv	2
content	vizon	鼠	pejvo	2
content	bram	鱼	pejvo	5
content	akar	虫	pejvo	3
content	haring	鱼	basic	5
content	rut	草	pejvo	4
content	frag	果	basic	9
content	ermen	鼠	pejvo	3
content	mirtel	果	basic	2
content	koral	虫	pejvo	11
content	kivi	鸟	pejvo	2
content	anchov	鱼	pejvo	0
content	kurm	果	piv	2
content	klupe	鱼	pejvo	4
content	apterig	鸟	piv	2
content	sole	鱼	pejvo	3
content	salm	鱼	pejvo	3
content	eu^forbi	草	pejvo	2
content	kobitid	鱼	pejvo	2
content	majn	鸟	pejvo	3
content	miksin	鱼	piv	2
content	mespil	果	pejvo	5
content	pelikan	鸟	pejvo	3
content	angelik	草	pejvo	3
content	aspleni	草	piv	4
content	skolop	鸟	pejvo	4
content	pedik	虫	pejvo	5
content	anet	草	pejvo	2
content	ricin	麻	pejvo	2
content	alcioni	虫	piv	2
content	irid	花	pejvo	3
content	silur	鱼	pejvo	2
content	demodeks	虫	piv	2
content	angil	鱼	basic	4
content	gad	鱼	pejvo	4
content	artis^ok	菜	pejvo	4
content	veratr	草	pejvo	3
content	kornus	木	pejvo	2
content	lici	果	pejvo	2
content	petromiz	鱼	pejvo	3
content	aliz	果	pejvo	3
content	tinus	鱼	pejvo	6
content	tili	木	pejvo	2
content	simbrank	鱼	piv	2
content	argonau^t	虫	pejvo	2
content	muskat	木	pejvo	6
content	kareks	草	pejvo	2
content	cikoni	鸟	basic	3
content	cist	草	pejvo	4
content	karadri	鸟	piv	3
content	mefit	鼠	pejvo	2
content	framb	果	basic	2
content	trombidi	虫	piv	2
content	gerani	花	pejvo	3
content	acipenser	鱼	piv	2
content	oks	牛	piv	2
content	pluvi	鸟	piv	2
content	zibel	鼠	pejvo	2
content	rubus	果	pejvo	2
content	aniz	果	pejvo	6
content	papav	草	pejvo	5
content	skombr	鱼	pejvo	2
content	grapfrukt	果	pejvo	3
content	betel	草	pejvo	3
content	amarant	菜	pejvo	3
content	mustel	鼠	pejvo	6
content	kokleari	草	pejvo	2
content	akant	草	pejvo	3
content	putor	鼠	pejvo	2
content	arde	鸟	pejvo	4
content	salmon	鱼	piv	3
content	alo	草	pejvo	7
content	fag	树	basic	18
content	anc^ov	鱼	pejvo	2
content	perk	鱼	pejvo	4
content	moru	鱼	pejvo	3
content	sporotrik	菌	piv	2
content	helebor	草	pejvo	2
content	lau^s	虫	piv	7
content	pampelmus	果	pejvo	3
content	blat	虫	pejvo	2
